Lat,Lng,Alt,Acc,Time,Prv,OrgLat,OrgLng,OrgAlt,OrgAcc,Speed,Bearing,AdvPrv,Dly,Dst,AltOfst,Pressure,PressureRef,RefAge,FromBT,Sats,Secs,AccDst,Quality,PDOP,VDOP,HDOP,DGPSAge,DGPSStat,Category,TimeWithTZ,TimeWithMS,SpeedKPH,SpeedMPH,Battery
25.46197,81.85978,86,6.59,2023-03-14T08:26:31.000Z,gps,25.46153,81.85971,39,14.92,9.57,191.8,gps [GPS],00:00:01,11.8,0.0,,,,false,12 / 26,702,4106.2,1,1.4,0.9,1.1,-,-,Misc,13:56:31 GMT+05:30,13:56:31.083,34.45,21.41,60
25.46186,81.85976,88,6.42,2023-03-14T08:26:32.000Z,gps,25.46148,81.85967,40,13.87,8.33,192.0,gps [GPS],00:00:01,11.9,0.0,,,,false,12 / 26,703,4118.1,1,1.4,0.9,1.1,-,-,Misc,13:56:32 GMT+05:30,13:56:32.049,29.99,18.63,60
25.46177,81.85974,86,6.22,2023-03-14T08:26:33.000Z,gps,25.46145,81.85970,38,13.03,7.34,190.5,gps [GPS],00:00:01,10.6,0.0,,,,false,13 / 26,704,4128.7,1,1.3,0.8,1.0,-,-,Misc,13:56:33 GMT+05:30,13:56:33.066,26.42,16.42,60
25.46169,81.85973,89,6.15,2023-03-14T08:26:34.000Z,gps,25.46141,81.85970,41,13.50,6.71,190.1,gps [GPS],00:00:01,8.2,0.0,,,,false,13 / 26,705,4136.9,1,1.3,0.8,1.0,-,-,Misc,13:56:34 GMT+05:30,13:56:34.049,24.16,15.01,60
25.46161,81.85972,90,6.02,2023-03-14T08:26:35.000Z,gps,25.46135,81.85969,43,12.64,7.43,192.3,gps [GPS],00:00:01,8.8,0.0,,,,false,13 / 26,706,4145.6,1,1.3,0.8,1.0,-,-,Misc,13:56:35 GMT+05:30,13:56:35.040,26.75,16.62,60
25.46154,81.85971,90,5.89,2023-03-14T08:26:36.000Z,gps,25.46130,81.85966,42,12.24,7.54,190.8,gps [GPS],00:00:01,8.3,0.0,,,,false,13 / 26,707,4153.9,1,1.2,0.8,0.9,-,-,Misc,13:56:36 GMT+05:30,13:56:36.076,27.14,16.87,60
25.46147,81.85969,90,5.80,2023-03-14T08:26:37.000Z,gps,25.46122,81.85964,42,12.10,8.12,189.8,gps [GPS],00:00:01,8.3,0.0,,,,false,14 / 26,708,4162.2,1,1.2,0.8,1.0,-,-,Misc,13:56:37 GMT+05:30,13:56:37.053,29.23,18.16,60
25.46139,81.85968,87,5.73,2023-03-14T08:26:38.000Z,gps,25.46114,81.85962,40,11.89,8.21,190.3,gps [GPS],00:00:01,8.7,0.0,,,,false,13 / 26,709,4170.9,1,1.2,0.8,1.0,-,-,Misc,13:56:38 GMT+05:30,13:56:38.073,29.56,18.37,60
25.46131,81.85967,81,5.67,2023-03-14T08:26:39.000Z,gps,25.46105,81.85963,34,11.81,9.17,190.5,gps [GPS],00:00:01,8.9,0.0,,,,false,14 / 26,710,4179.7,1,1.2,0.8,0.9,-,-,Misc,13:56:39 GMT+05:30,13:56:39.116,33.01,20.51,60
25.46124,81.85966,79,5.69,2023-03-14T08:26:40.000Z,gps,25.46098,81.85963,31,12.29,9.02,190.3,gps [GPS],00:00:01,8.0,0.0,,,,false,14 / 26,711,4187.7,1,1.0,0.7,0.7,-,-,Misc,13:56:40 GMT+05:30,13:56:40.083,32.47,20.18,60
25.46117,81.85964,76,5.76,2023-03-14T08:26:41.000Z,gps,25.46086,81.85957,29,12.98,9.96,193.5,gps [GPS],00:00:01,8.5,0.0,,,,false,17 / 26,712,4196.2,1,1.0,0.7,0.7,-,-,Misc,13:56:41 GMT+05:30,13:56:41.073,35.86,22.28,60
25.46110,81.85963,75,5.86,2023-03-14T08:26:42.000Z,gps,25.46079,81.85958,28,13.63,9.53,189.1,gps [GPS],00:00:01,7.9,0.0,,,,false,17 / 26,713,4204.1,1,1.0,0.7,0.7,-,-,Misc,13:56:42 GMT+05:30,13:56:42.075,34.31,21.32,60
25.46103,81.85962,76,6.01,2023-03-14T08:26:43.000Z,gps,25.46071,81.85959,29,14.64,9.30,186.2,gps [GPS],00:00:01,7.3,0.0,,,,false,17 / 26,714,4211.4,1,1.0,0.7,0.7,-,-,Misc,13:56:43 GMT+05:30,13:56:43.078,33.48,20.80,60
25.46096,81.85961,78,5.99,2023-03-14T08:26:44.000Z,gps,25.46067,81.85957,30,13.25,7.64,189.4,gps [GPS],00:00:01,8.2,0.0,,,,false,17 / 26,715,4219.6,1,1.0,0.7,0.7,-,-,Misc,13:56:44 GMT+05:30,13:56:44.140,27.50,17.09,60
25.46089,81.85960,80,5.95,2023-03-14T08:26:45.000Z,gps,25.46062,81.85956,32,12.97,7.57,192.7,gps [GPS],00:00:01,8.1,0.0,,,,false,18 / 26,716,4227.7,1,0.9,0.7,0.7,-,-,Misc,13:56:45 GMT+05:30,13:56:45.046,27.25,16.93,60
25.46082,81.85959,81,5.94,2023-03-14T08:26:46.000Z,gps,25.46055,81.85953,33,13.11,7.55,192.4,gps [GPS],00:00:01,7.8,0.0,,,,false,18 / 26,717,4235.4,1,1.2,0.8,1.0,-,-,Misc,13:56:46 GMT+05:30,13:56:46.077,27.18,16.89,60
25.46075,81.85957,79,5.95,2023-03-14T08:26:47.000Z,gps,25.46050,81.85953,31,13.23,7.25,189.7,gps [GPS],00:00:01,7.3,0.0,,,,false,14 / 26,718,4242.7,1,1.1,0.7,0.8,-,-,Misc,13:56:47 GMT+05:30,13:56:47.073,26.10,16.22,60
25.46069,81.85956,80,5.99,2023-03-14T08:26:48.000Z,gps,25.46044,81.85952,32,13.70,6.83,189.1,gps [GPS],00:00:01,6.7,0.0,,,,false,16 / 26,719,4249.4,1,1.1,0.7,0.8,-,-,Misc,13:56:48 GMT+05:30,13:56:48.069,24.59,15.28,60
25.46063,81.85955,79,5.94,2023-03-14T08:26:49.000Z,gps,25.46041,81.85949,31,12.83,4.85,188.6,gps [GPS],00:00:01,6.9,0.0,,,,false,16 / 26,720,4256.3,1,1.1,0.7,0.8,-,-,Misc,13:56:49 GMT+05:30,13:56:49.069,17.46,10.85,60
25.46057,81.85954,79,5.89,2023-03-14T08:26:50.000Z,gps,25.46036,81.85950,31,12.71,4.93,186.3,gps [GPS],00:00:01,6.7,0.0,,,,false,16 / 26,721,4262.9,1,1.1,0.8,0.8,-,-,Misc,13:56:50 GMT+05:30,13:56:50.076,17.75,11.03,60
25.46052,81.85953,79,5.90,2023-03-14T08:26:51.000Z,gps,25.46031,81.85950,31,13.01,5.02,184.4,gps [GPS],00:00:01,6.1,0.0,,,,false,15 / 26,722,4269.1,1,1.1,0.8,0.8,-,-,Misc,13:56:51 GMT+05:30,13:56:51.076,18.07,11.23,60
25.46047,81.85952,80,5.95,2023-03-14T08:26:52.000Z,gps,25.46024,81.85950,32,13.60,5.57,183.5,gps [GPS],00:00:01,5.9,0.0,,,,false,15 / 26,723,4275.0,1,1.1,0.8,0.8,-,-,Misc,13:56:52 GMT+05:30,13:56:52.138,20.05,12.46,60
25.46042,81.85952,81,5.96,2023-03-14T08:26:53.000Z,gps,25.46021,81.85951,33,13.39,4.88,176.7,gps [GPS],00:00:01,5.6,0.0,,,,false,15 / 26,724,4280.6,1,1.1,0.8,0.8,-,-,Misc,13:56:53 GMT+05:30,13:56:53.070,17.57,10.92,60
25.46037,81.85952,81,5.88,2023-03-14T08:26:54.000Z,gps,25.46020,81.85950,33,12.43,3.83,181.1,gps [GPS],00:00:01,5.3,0.0,,,,false,15 / 26,725,4285.9,1,1.2,0.8,0.9,-,-,Misc,13:56:54 GMT+05:30,13:56:54.092,13.79,8.57,60
25.46029,81.85950,82,5.76,2023-03-14T08:26:56.000Z,gps,25.46015,81.85948,34,12.11,3.13,187.8,gps [GPS],00:00:02,9.1,0.0,,,,false,15 / 26,727,4295.0,1,1.2,0.8,0.9,-,-,Misc,13:56:56 GMT+05:30,13:56:56.068,11.27,7.00,60
25.46023,81.85949,82,5.77,2023-03-14T08:26:58.000Z,gps,25.46012,81.85947,34,12.79,2.80,192.9,gps [GPS],00:00:02,6.9,0.0,,,,false,14 / 26,729,4301.9,1,1.3,0.8,1.0,-,-,Misc,13:56:58 GMT+05:30,13:56:58.085,10.08,6.26,60
25.46018,81.85948,84,5.98,2023-03-14T08:27:00.000Z,gps,25.46008,81.85944,36,14.11,2.68,192.6,gps [GPS],00:00:02,5.2,0.0,,,,false,12 / 26,731,4307.1,1,1.2,0.8,0.9,-,-,Misc,13:57:00 GMT+05:30,13:57:00.080,9.65,5.99,60
25.46013,81.85947,83,5.84,2023-03-14T08:27:02.000Z,gps,25.46002,81.85945,36,12.32,3.02,181.6,gps [GPS],00:00:02,6.3,0.0,,,,false,14 / 26,733,4313.4,1,1.2,0.8,0.9,-,-,Misc,13:57:02 GMT+05:30,13:57:02.083,10.87,6.76,60
25.46007,81.85946,85,5.72,2023-03-14T08:27:04.000Z,gps,25.45997,81.85944,37,12.07,2.50,188.5,gps [GPS],00:00:02,6.4,0.0,,,,false,14 / 26,735,4319.8,1,1.2,0.8,0.9,-,-,Misc,13:57:04 GMT+05:30,13:57:04.073,9.00,5.59,60
25.46002,81.85945,84,5.67,2023-03-14T08:27:06.000Z,gps,25.45993,81.85944,36,11.93,2.72,188.8,gps [GPS],00:00:02,5.8,0.0,,,,false,14 / 26,737,4325.6,1,1.2,0.8,1.0,-,-,Misc,13:57:06 GMT+05:30,13:57:06.063,9.79,6.08,60
25.45996,81.85944,85,5.59,2023-03-14T08:27:08.000Z,gps,25.45987,81.85943,38,11.60,4.20,187.7,gps [GPS],00:00:02,6.0,0.0,,,,false,14 / 26,739,4331.6,1,1.3,0.8,1.0,-,-,Misc,13:57:08 GMT+05:30,13:57:08.051,15.12,9.40,60
25.45990,81.85943,85,5.59,2023-03-14T08:27:10.000Z,gps,25.45979,81.85941,37,11.98,4.53,189.7,gps [GPS],00:00:02,6.9,0.0,,,,false,15 / 26,741,4338.5,1,1.2,0.8,0.9,-,-,Misc,13:57:10 GMT+05:30,13:57:10.085,16.31,10.13,60
25.45984,81.85942,82,5.70,2023-03-14T08:27:12.000Z,gps,25.45973,81.85941,34,12.55,2.80,187.1,gps [GPS],00:00:02,6.8,0.0,,,,false,15 / 26,743,4345.4,1,1.2,0.8,0.9,-,-,Misc,13:57:12 GMT+05:30,13:57:12.045,10.08,6.26,60
25.45978,81.85941,81,5.70,2023-03-14T08:27:14.000Z,gps,25.45966,81.85939,33,12.06,4.06,186.4,gps [GPS],00:00:02,7.2,0.0,,,,false,15 / 26,745,4352.5,1,1.2,0.8,0.9,-,-,Misc,13:57:14 GMT+05:30,13:57:14.076,14.62,9.08,60
25.45971,81.85940,81,5.63,2023-03-14T08:27:16.000Z,gps,25.45958,81.85938,33,11.79,4.61,186.0,gps [GPS],00:00:02,7.9,0.0,,,,false,15 / 26,747,4360.4,1,1.2,0.8,0.9,-,-,Misc,13:57:16 GMT+05:30,13:57:16.067,16.60,10.31,60
25.45963,81.85938,83,5.56,2023-03-14T08:27:18.000Z,gps,25.45950,81.85935,35,11.56,4.41,187.5,gps [GPS],00:00:02,8.6,0.0,,,,false,15 / 26,749,4369.0,1,1.2,0.8,0.9,-,-,Misc,13:57:18 GMT+05:30,13:57:18.069,15.88,9.86,60
25.45955,81.85936,84,5.56,2023-03-14T08:27:20.000Z,gps,25.45941,81.85933,37,11.65,4.98,186.1,gps [GPS],00:00:02,9.5,0.0,,,,false,16 / 26,751,4378.6,1,1.1,0.7,0.9,-,-,Misc,13:57:20 GMT+05:30,13:57:20.131,17.93,11.14,60
25.45947,81.85935,85,5.44,2023-03-14T08:27:22.000Z,gps,25.45935,81.85934,37,10.99,5.42,187.4,gps [GPS],00:00:02,8.9,0.0,,,,false,16 / 26,753,4387.5,1,1.1,0.7,0.8,-,-,Misc,13:57:22 GMT+05:30,13:57:22.071,19.51,12.12,60
25.45942,81.85934,85,5.38,2023-03-14T08:27:23.000Z,gps,25.45927,81.85931,37,10.72,5.60,190.7,gps [GPS],00:00:01,5.5,0.0,,,,false,16 / 26,754,4393.0,1,1.1,0.8,0.8,-,-,Misc,13:57:23 GMT+05:30,13:57:23.050,20.16,12.53,60
25.45929,81.85932,85,3.75,2023-03-14T08:27:24.000Z,gps,25.45922,81.85930,37,4.73,5.79,178.8,gps [GPS],00:00:01,14.3,0.0,,,,false,15 / 26,755,4407.3,1,1.1,0.8,0.8,-,-,Misc,13:57:24 GMT+05:30,13:57:24.022,20.84,12.95,60
25.45921,81.85930,83,3.06,2023-03-14T08:27:25.000Z,gps,25.45916,81.85929,35,3.97,5.63,182.9,gps [GPS],00:00:01,8.8,0.0,,,,false,15 / 26,756,4416.1,1,1.1,0.8,0.8,-,-,Misc,13:57:25 GMT+05:30,13:57:25.105,20.27,12.59,60
25.45915,81.85929,84,2.86,2023-03-14T08:27:26.000Z,gps,25.45910,81.85929,37,3.84,5.65,181.9,gps [GPS],00:00:01,7.1,0.0,,,,false,15 / 26,757,4423.3,1,1.0,0.7,0.7,-,-,Misc,13:57:26 GMT+05:30,13:57:26.040,20.34,12.64,60
25.45910,81.85929,83,2.80,2023-03-14T08:27:27.000Z,gps,25.45905,81.85929,36,3.79,5.79,175.7,gps [GPS],00:00:01,6.2,0.0,,,,false,17 / 26,758,4429.4,1,1.0,0.7,0.7,-,-,Misc,13:57:27 GMT+05:30,13:57:27.055,20.84,12.95,60
25.45904,81.85929,84,2.78,2023-03-14T08:27:28.000Z,gps,25.45900,81.85929,36,3.79,5.42,181.3,gps [GPS],00:00:01,5.8,0.0,,,,false,18 / 26,759,4435.2,1,1.0,0.7,0.7,-,-,Misc,13:57:28 GMT+05:30,13:57:28.047,19.51,12.12,60
25.45899,81.85929,82,2.78,2023-03-14T08:27:29.000Z,gps,25.45895,81.85929,34,3.79,5.74,177.1,gps [GPS],00:00:01,5.7,0.0,,,,false,18 / 26,760,4440.8,1,1.0,0.7,0.7,-,-,Misc,13:57:29 GMT+05:30,13:57:29.037,20.66,12.84,60
25.45895,81.85929,81,2.78,2023-03-14T08:27:30.000Z,gps,25.45891,81.85930,33,3.79,4.81,176.4,gps [GPS],00:00:01,5.2,0.0,,,,false,18 / 26,761,4446.0,1,1.0,0.7,0.7,-,-,Misc,13:57:30 GMT+05:30,13:57:30.037,17.32,10.76,60
25.45889,81.85929,82,2.78,2023-03-14T08:27:31.000Z,gps,25.45885,81.85929,34,3.79,5.23,179.2,gps [GPS],00:00:01,5.7,0.0,,,,false,18 / 26,762,4451.8,1,1.0,0.7,0.7,-,-,Misc,13:57:31 GMT+05:30,13:57:31.051,18.83,11.70,60
25.45884,81.85929,83,2.78,2023-03-14T08:27:32.000Z,gps,25.45880,81.85929,35,3.79,5.90,179.1,gps [GPS],00:00:01,5.8,0.0,,,,false,18 / 26,763,4457.6,1,1.0,0.7,0.7,-,-,Misc,13:57:32 GMT+05:30,13:57:32.041,21.24,13.20,60
25.45879,81.85929,82,2.78,2023-03-14T08:27:33.000Z,gps,25.45874,81.85929,35,3.79,6.73,178.3,gps [GPS],00:00:01,6.0,0.0,,,,false,18 / 26,764,4463.6,1,0.9,0.6,0.6,-,-,Misc,13:57:33 GMT+05:30,13:57:33.033,24.23,15.05,60
25.45873,81.85929,83,2.78,2023-03-14T08:27:34.000Z,gps,25.45868,81.85929,35,3.79,6.58,182.2,gps [GPS],00:00:01,6.3,0.0,,,,false,19 / 26,765,4469.8,1,0.9,0.6,0.6,-,-,Misc,13:57:34 GMT+05:30,13:57:34.047,23.69,14.72,60
25.45867,81.85929,83,2.78,2023-03-14T08:27:35.000Z,gps,25.45862,81.85929,35,3.79,6.74,182.0,gps [GPS],00:00:01,6.6,0.0,,,,false,19 / 26,766,4476.5,1,0.9,0.6,0.6,-,-,Misc,13:57:35 GMT+05:30,13:57:35.053,24.26,15.08,60
25.45861,81.85929,81,2.78,2023-03-14T08:27:36.000Z,gps,25.45856,81.85930,33,3.79,6.89,177.9,gps [GPS],00:00:01,6.6,0.0,,,,false,19 / 26,767,4483.1,1,0.9,0.6,0.6,-,-,Misc,13:57:36 GMT+05:30,13:57:36.041,24.80,15.41,60
25.45855,81.85930,81,2.78,2023-03-14T08:27:37.000Z,gps,25.45850,81.85930,33,3.79,7.45,176.4,gps [GPS],00:00:01,7.0,0.0,,,,false,19 / 26,768,4490.1,1,0.9,0.6,0.6,-,-,Misc,13:57:37 GMT+05:30,13:57:37.046,26.82,16.67,60
25.45848,81.85930,81,2.78,2023-03-14T08:27:38.000Z,gps,25.45843,81.85931,33,3.79,7.68,174.2,gps [GPS],00:00:01,7.4,0.0,,,,false,19 / 26,769,4497.5,1,0.9,0.6,0.6,-,-,Misc,13:57:38 GMT+05:30,13:57:38.049,27.65,17.18,60
25.45842,81.85931,80,2.78,2023-03-14T08:27:39.000Z,gps,25.45836,81.85932,33,3.79,7.03,173.5,gps [GPS],00:00:01,7.2,0.0,,,,false,19 / 26,770,4504.6,1,1.0,0.7,0.7,-,-,Misc,13:57:39 GMT+05:30,13:57:39.047,25.31,15.73,60
25.45835,81.85932,80,2.78,2023-03-14T08:27:40.000Z,gps,25.45830,81.85933,32,3.79,7.21,169.7,gps [GPS],00:00:01,7.4,0.0,,,,false,18 / 26,771,4512.1,1,1.0,0.7,0.7,-,-,Misc,13:57:40 GMT+05:30,13:57:40.047,25.96,16.13,60
25.45828,81.85933,80,2.78,2023-03-14T08:27:41.000Z,gps,25.45823,81.85933,32,3.79,7.68,179.6,gps [GPS],00:00:01,7.7,0.0,,,,false,18 / 26,772,4519.7,1,1.0,0.7,0.7,-,-,Misc,13:57:41 GMT+05:30,13:57:41.056,27.65,17.18,60
25.45822,81.85933,79,2.78,2023-03-14T08:27:42.000Z,gps,25.45816,81.85933,31,3.79,7.64,176.4,gps [GPS],00:00:01,7.7,0.0,,,,false,18 / 26,773,4527.5,1,1.0,0.7,0.7,-,-,Misc,13:57:42 GMT+05:30,13:57:42.043,27.50,17.09,60
25.45814,81.85933,79,2.78,2023-03-14T08:27:43.000Z,gps,25.45808,81.85933,31,3.79,8.31,178.8,gps [GPS],00:00:01,7.9,0.0,,,,false,18 / 26,774,4535.4,1,1.0,0.7,0.7,-,-,Misc,13:57:43 GMT+05:30,13:57:43.041,29.92,18.59,60
25.45807,81.85934,79,2.78,2023-03-14T08:27:44.000Z,gps,25.45801,81.85934,31,3.79,8.70,177.8,gps [GPS],00:00:01,8.3,0.0,,,,false,18 / 26,775,4543.7,1,1.0,0.7,0.7,-,-,Misc,13:57:44 GMT+05:30,13:57:44.054,31.32,19.46,60
25.45799,81.85934,80,2.78,2023-03-14T08:27:45.000Z,gps,25.45793,81.85934,32,3.79,8.79,176.5,gps [GPS],00:00:01,8.6,0.0,,,,false,18 / 26,776,4552.3,1,1.0,0.7,0.7,-,-,Misc,13:57:45 GMT+05:30,13:57:45.097,31.64,19.66,60
25.45791,81.85934,80,2.78,2023-03-14T08:27:46.000Z,gps,25.45784,81.85935,32,3.79,9.09,176.0,gps [GPS],00:00:01,8.9,0.0,,,,false,18 / 26,777,4561.2,1,1.0,0.7,0.7,-,-,Misc,13:57:46 GMT+05:30,13:57:46.057,32.72,20.33,60
25.45783,81.85935,81,2.78,2023-03-14T08:27:47.000Z,gps,25.45776,81.85935,33,3.79,9.39,177.1,gps [GPS],00:00:01,9.1,0.0,,,,false,18 / 26,778,4570.3,1,0.9,0.6,0.6,-,-,Misc,13:57:47 GMT+05:30,13:57:47.036,33.80,21.00,60
25.45774,81.85935,82,2.78,2023-03-14T08:27:48.000Z,gps,25.45767,81.85935,34,3.79,9.86,177.0,gps [GPS],00:00:01,9.6,0.0,,,,false,19 / 26,779,4579.9,1,0.9,0.6,0.6,-,-,Misc,13:57:48 GMT+05:30,13:57:48.033,35.50,22.06,60
25.45766,81.85936,80,2.78,2023-03-14T08:27:49.000Z,gps,25.45758,81.85936,32,3.79,9.44,174.6,gps [GPS],00:00:01,9.7,0.0,,,,false,19 / 26,780,4589.6,1,0.9,0.6,0.6,-,-,Misc,13:57:49 GMT+05:30,13:57:49.038,33.98,21.12,60
25.45757,81.85936,79,2.78,2023-03-14T08:27:50.000Z,gps,25.45749,81.85937,31,3.79,9.64,172.9,gps [GPS],00:00:01,9.9,0.0,,,,false,19 / 26,781,4599.4,1,0.9,0.6,0.6,-,-,Misc,13:57:50 GMT+05:30,13:57:50.035,34.70,21.56,60
25.45749,81.85937,78,2.78,2023-03-14T08:27:51.000Z,gps,25.45742,81.85937,30,3.79,8.64,179.2,gps [GPS],00:00:01,9.1,0.0,,,,false,19 / 26,782,4608.6,1,0.9,0.6,0.6,-,-,Misc,13:57:51 GMT+05:30,13:57:51.066,31.10,19.33,60
25.45741,81.85937,79,2.78,2023-03-14T08:27:52.000Z,gps,25.45734,81.85938,31,3.79,8.31,177.1,gps [GPS],00:00:01,8.8,0.0,,,,false,20 / 26,783,4617.4,1,0.9,0.6,0.6,-,-,Misc,13:57:52 GMT+05:30,13:57:52.059,29.92,18.59,60
25.45734,81.85938,78,2.78,2023-03-14T08:27:53.000Z,gps,25.45728,81.85938,30,3.79,7.16,177.7,gps [GPS],00:00:01,8.0,0.0,,,,false,20 / 26,784,4625.3,1,0.9,0.6,0.6,-,-,Misc,13:57:53 GMT+05:30,13:57:53.044,25.78,16.02,60
25.45727,81.85939,78,2.78,2023-03-14T08:27:54.000Z,gps,25.45722,81.85940,30,3.79,5.82,175.6,gps [GPS],00:00:01,7.1,0.0,,,,false,20 / 26,785,4632.4,1,0.9,0.6,0.6,-,-,Misc,13:57:54 GMT+05:30,13:57:54.062,20.95,13.02,60
25.45722,81.85939,78,2.78,2023-03-14T08:27:55.000Z,gps,25.45718,81.85940,30,3.79,4.78,174.0,gps [GPS],00:00:01,5.7,0.0,,,,false,20 / 26,786,4638.1,1,0.9,0.6,0.6,-,-,Misc,13:57:55 GMT+05:30,13:57:55.061,17.21,10.69,60
25.45714,81.85941,77,2.78,2023-03-14T08:27:57.000Z,gps,25.45711,81.85942,29,3.79,4.78,170.1,gps [GPS],00:00:02,9.2,0.0,,,,false,20 / 26,788,4647.3,1,0.9,0.6,0.6,-,-,Misc,13:57:57 GMT+05:30,13:57:57.055,17.21,10.69,60
25.45710,81.85943,77,2.78,2023-03-14T08:27:58.000Z,gps,25.45706,81.85944,30,3.79,5.40,163.1,gps [GPS],00:00:01,5.3,0.0,,,,false,20 / 26,789,4652.6,1,0.9,0.6,0.6,-,-,Misc,13:57:58 GMT+05:30,13:57:58.072,19.44,12.08,60
25.45705,81.85945,77,2.78,2023-03-14T08:27:59.000Z,gps,25.45701,81.85946,29,3.79,5.94,159.3,gps [GPS],00:00:01,5.6,0.0,,,,false,20 / 26,790,4658.1,1,0.9,0.6,0.6,-,-,Misc,13:57:59 GMT+05:30,13:57:59.060,21.38,13.29,60
25.45700,81.85947,78,2.78,2023-03-14T08:28:00.000Z,gps,25.45695,81.85949,30,3.79,6.15,160.3,gps [GPS],00:00:01,6.2,0.0,,,,false,20 / 26,791,4664.3,1,1.0,0.7,0.7,-,-,Misc,13:58:00 GMT+05:30,13:58:00.061,22.14,13.76,60
25.45694,81.85949,79,2.78,2023-03-14T08:28:01.000Z,gps,25.45690,81.85951,31,3.79,5.94,162.1,gps [GPS],00:00:01,6.4,0.0,,,,false,18 / 26,792,4670.7,1,1.0,0.7,0.7,-,-,Misc,13:58:01 GMT+05:30,13:58:01.055,21.38,13.29,60
25.45689,81.85951,78,2.78,2023-03-14T08:28:02.000Z,gps,25.45685,81.85953,30,3.79,6.26,157.4,gps [GPS],00:00:01,6.0,0.0,,,,false,18 / 26,793,4676.8,1,1.0,0.7,0.7,-,-,Misc,13:58:02 GMT+05:30,13:58:02.056,22.54,14.00,60
25.45684,81.85954,78,2.78,2023-03-14T08:28:03.000Z,gps,25.45679,81.85957,30,3.79,6.73,149.4,gps [GPS],00:00:01,6.8,0.0,,,,false,17 / 26,794,4683.5,1,1.1,0.7,0.8,-,-,Misc,13:58:03 GMT+05:30,13:58:03.059,24.23,15.05,60
25.45679,81.85958,79,2.78,2023-03-14T08:28:04.000Z,gps,25.45674,81.85961,31,3.79,6.94,147.1,gps [GPS],00:00:01,6.9,0.0,,,,false,16 / 26,795,4690.4,1,1.0,0.7,0.7,-,-,Misc,13:58:04 GMT+05:30,13:58:04.049,24.98,15.52,60
25.45673,81.85962,79,2.78,2023-03-14T08:28:05.000Z,gps,25.45669,81.85965,31,3.79,7.05,146.5,gps [GPS],00:00:01,7.0,0.0,,,,false,16 / 26,796,4697.4,1,0.9,0.7,0.7,-,-,Misc,13:58:05 GMT+05:30,13:58:05.049,25.38,15.77,60
25.45668,81.85965,79,2.78,2023-03-14T08:28:06.000Z,gps,25.45663,81.85968,31,3.79,7.06,149.4,gps [GPS],00:00:01,7.0,0.0,,,,false,16 / 25,797,4704.4,1,0.9,0.7,0.7,-,-,Misc,13:58:06 GMT+05:30,13:58:06.089,25.42,15.79,60
25.45662,81.85968,79,2.78,2023-03-14T08:28:07.000Z,gps,25.45658,81.85971,31,3.79,6.80,150.7,gps [GPS],00:00:01,6.8,0.0,,,,false,18 / 26,798,4711.2,1,0.9,0.7,0.7,-,-,Misc,13:58:07 GMT+05:30,13:58:07.067,24.48,15.21,60
25.45657,81.85972,78,2.78,2023-03-14T08:28:08.000Z,gps,25.45653,81.85974,30,3.79,6.62,149.7,gps [GPS],00:00:01,6.6,0.0,,,,false,17 / 25,799,4717.8,1,0.9,0.7,0.7,-,-,Misc,13:58:08 GMT+05:30,13:58:08.049,23.83,14.81,60
25.45652,81.85975,78,2.78,2023-03-14T08:28:09.000Z,gps,25.45647,81.85978,30,3.79,6.96,152.0,gps [GPS],00:00:01,7.1,0.0,,,,false,19 / 27,800,4724.9,1,0.9,0.7,0.7,-,-,Misc,13:58:09 GMT+05:30,13:58:09.066,25.06,15.57,60
25.45646,81.85978,78,2.78,2023-03-14T08:28:10.000Z,gps,25.45642,81.85981,30,3.79,6.42,155.1,gps [GPS],00:00:01,6.7,0.0,,,,false,18 / 26,801,4731.6,1,0.9,0.7,0.7,-,-,Misc,13:58:10 GMT+05:30,13:58:10.062,23.11,14.36,60
25.45641,81.85981,78,2.78,2023-03-14T08:28:11.000Z,gps,25.45636,81.85983,30,3.79,6.50,154.9,gps [GPS],00:00:01,6.7,0.0,,,,false,15 / 24,802,4738.3,1,0.9,0.7,0.7,-,-,Misc,13:58:11 GMT+05:30,13:58:11.065,23.40,14.54,60
25.45635,81.85983,78,2.78,2023-03-14T08:28:12.000Z,gps,25.45630,81.85986,30,3.79,7.15,153.3,gps [GPS],00:00:01,7.1,0.0,,,,false,17 / 26,803,4745.4,1,0.9,0.7,0.7,-,-,Misc,13:58:12 GMT+05:30,13:58:12.075,25.74,15.99,60
25.45629,81.85987,79,2.78,2023-03-14T08:28:13.000Z,gps,25.45624,81.85991,31,3.79,7.50,151.4,gps [GPS],00:00:01,7.9,0.0,,,,false,15 / 25,804,4753.3,1,0.9,0.7,0.7,-,-,Misc,13:58:13 GMT+05:30,13:58:13.059,27.00,16.78,60
25.45623,81.85991,78,2.78,2023-03-14T08:28:14.000Z,gps,25.45617,81.85995,31,3.79,8.06,154.1,gps [GPS],00:00:01,8.0,0.0,,,,false,15 / 26,805,4761.3,1,0.9,0.7,0.7,-,-,Misc,13:58:14 GMT+05:30,13:58:14.034,29.02,18.03,60
25.45616,81.85996,78,2.78,2023-03-14T08:28:15.000Z,gps,25.45611,81.86000,30,3.79,8.30,150.5,gps [GPS],00:00:01,8.3,0.0,,,,false,17 / 27,806,4769.6,1,1.0,0.7,0.7,-,-,Misc,13:58:15 GMT+05:30,13:58:15.033,29.88,18.57,60
